"COUNTRY","Country","VAR","Variable","POPULATION","Population","TIME","Time","Value","Flag Codes","Flags"
"SVK","Slovak Republic","PIH","Share of indebted households","TP","Total Population","2010","2010",26.775574,,
"SVK","Slovak Republic","PIH","Share of indebted households","TP","Total Population","2014","2014",36.697796,,
"SVK","Slovak Republic","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2010","2010",3.0627768,,
"SVK","Slovak Republic","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",3.7600679,,
"SVK","Slovak Republic","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2010","2010",49.43,"D","Difference in methodology"
"SVK","Slovak Republic","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",55.949997,"D","Difference in methodology"
"SVK","Slovak Republic","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2010","2010",62.599998,"D","Difference in methodology"
"SVK","Slovak Republic","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",69.330002,"D","Difference in methodology"
"SVK","Slovak Republic","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2010","2010",4.4899998,"D","Difference in methodology"
"SVK","Slovak Republic","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",7.1599998,"D","Difference in methodology"
"SVK","Slovak Republic","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2010","2010",5.1500001,"D","Difference in methodology"
"SVK","Slovak Republic","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",10.35,"D","Difference in methodology"
"SVK","Slovak Republic","ST1","Share of top 1% of wealth","TP","Total Population","2010","2010",7.7233076,,
"SVK","Slovak Republic","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",9.3170519,,
"SVK","Slovak Republic","ST10","Share of top 10% of wealth","TP","Total Population","2010","2010",32.783016,,
"SVK","Slovak Republic","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",34.325706,,
"SVK","Slovak Republic","ST5","Share of top 5% of wealth","TP","Total Population","2010","2010",21.75415,,
"SVK","Slovak Republic","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",22.962288,,
"SVN","Slovenia","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",40494,,
"SVN","Slovenia","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",6597,,
"SVN","Slovenia","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",137718,,
"SVN","Slovenia","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",54779.527,,
"SVN","Slovenia","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",1.7136137,,
"SVN","Slovenia","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",8.6000004,,
"SVN","Slovenia","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",24.9,,
"SVN","Slovenia","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",80367,,
"SVN","Slovenia","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",4.6586337,,
"SVN","Slovenia","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",17.293293,,
"SVN","Slovenia","PIH","Share of indebted households","TP","Total Population","2014","2014",38.620495,,
"SVN","Slovenia","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",2.587683,,
"SVN","Slovenia","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",67.93,"D","Difference in methodology"
"SVN","Slovenia","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",75.459999,"D","Difference in methodology"
"SVN","Slovenia","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",9.9399996,"D","Difference in methodology"
"SVN","Slovenia","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",11.89,"D","Difference in methodology"
"SVN","Slovenia","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",23.032787,,
"SVN","Slovenia","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",48.622921,,
"SVN","Slovenia","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",37.912071,,
"USA","United States","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2010","2010",287800,,
"USA","United States","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2013","2013",327600,,
"USA","United States","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2016","2016",434100,,
"USA","United States","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2010","2010",104500,,
"USA","United States","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2013","2013",97000,,
"USA","United States","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2016","2016",102900,,
"USA","United States","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2010","2010",452900,,
"USA","United States","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2013","2013",488400,,
"USA","United States","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2016","2016",632100,,
"USA","United States","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2010","2010",174855.67,,
"USA","United States","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2013","2013",189572.23,,
"USA","United States","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2016","2016",248811.61,,
"USA","United States","M2MR","Mean to median net wealth ratio","TP","Total Population","2010","2010",7.2463999,,
"USA","United States","M2MR","Mean to median net wealth ratio","TP","Total Population","2013","2013",7.5603714,,
"USA","United States","M2MR","Mean to median net wealth ratio","TP","Total Population","2016","2016",8.166667,,
"USA","United States","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2010","2010",47.400002,,
"USA","United States","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2013","2013",45.599998,,
"USA","United States","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2016","2016",43.599998,,
"USA","United States","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2010","2010",132.8,,
"USA","United States","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2013","2013",131.8,,
"USA","United States","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2016","2016",111.6,,
"USA","United States","T1C7","Median net wealth per household (current prices)","TP","Total Population","2010","2010",62500,,
"USA","United States","T1C7","Median net wealth per household (current prices)","TP","Total Population","2013","2013",64600,,
"USA","United States","T1C7","Median net wealth per household (current prices)","TP","Total Population","2016","2016",77400,,
"USA","United States","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2010","2010",23.554422,,
"USA","United States","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2013","2013",22.693878,,
"USA","United States","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2016","2016",20.873016,,
"USA","United States","SB60","Share of bottom 60% of wealth","TP","Total Population","2010","2010",2.5370326,,
"USA","United States","SB60","Share of bottom 60% of wealth","TP","Total Population","2013","2013",2.4078624,,
"USA","United States","SB60","Share of bottom 60% of wealth","TP","Total Population","2016","2016",2.3983548,,
"USA","United States","PIH","Share of indebted households","TP","Total Population","2010","2010",75.170067,,
"USA","United States","PIH","Share of indebted households","TP","Total Population","2013","2013",74.693878,,
"USA","United States","PIH","Share of indebted households","TP","Total Population","2016","2016",77.222221,,
"USA","United States","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2010","2010",16.156462,,
"USA","United States","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2013","2013",15.428572,,
"USA","United States","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2016","2016",13.015873,,
"USA","United States","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2016","2016",53.500004,,
"USA","United States","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2016","2016",64.200005,,
"USA","United States","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2016","2016",25.099998,,
"USA","United States","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2016","2016",30.300001,,
"USA","United States","ST1","Share of top 1% of wealth","TP","Total Population","2010","2010",37.344597,,
"USA","United States","ST1","Share of top 1% of wealth","TP","Total Population","2013","2013",37.616608,,
"USA","United States","ST1","Share of top 1% of wealth","TP","Total Population","2016","2016",42.476238,,
"USA","United States","ST10","Share of top 10% of wealth","TP","Total Population","2010","2010",76.609886,,
"USA","United States","ST10","Share of top 10% of wealth","TP","Total Population","2013","2013",78.192551,,
"USA","United States","ST10","Share of top 10% of wealth","TP","Total Population","2016","2016",79.471603,,
"USA","United States","ST5","Share of top 5% of wealth","TP","Total Population","2010","2010",63.466412,,
"USA","United States","ST5","Share of top 5% of wealth","TP","Total Population","2013","2013",65.859283,,
"USA","United States","ST5","Share of top 5% of wealth","TP","Total Population","2016","2016",68.048569,,
"JPN","Japan","T3AC3","Mean liabilities per household (current prices)","TP","Total Population","2014","2014",4111000,,
"JPN","Japan","T1C5","Mean net wealth per household (current prices)","TP","Total Population","2014","2014",32555000,,
"JPN","Japan","MNWI","Mean net wealth per person (current prices)","TP","Total Population","2014","2014",13457082,,
"JPN","Japan","M2MR","Mean to median net wealth ratio","TP","Total Population","2014","2014",1.6158733,,
"JPN","Japan","T4C5","Median debt-to-assets ratio of indebted households","TP","Total Population","2014","2014",33.362999,,
"JPN","Japan","T4C4","Median debt-to-income ratio of indebted households","TP","Total Population","2014","2014",125.339,,
"JPN","Japan","T1C7","Median net wealth per household (current prices)","TP","Total Population","2014","2014",20147000,,
"JPN","Japan","PIH75","Share of indebted households with debt-to-assets ratio above 75%","TP","Total Population","2014","2014",8.3616705,,
"JPN","Japan","SB60","Share of bottom 60% of wealth","TP","Total Population","2014","2014",17.749653,,
"JPN","Japan","PIH","Share of indebted households","TP","Total Population","2014","2014",35.657829,,
"JPN","Japan","PIHR3","Share of indebted households with debt-to-income ratio above 3","TP","Total Population","2014","2014",9.8820744,,
"JPN","Japan","T6C2","Share of individuals with eq. liquid financial wealth <25% of income poverty line","TP","Total Population","2014","2014",17.325001,,
"JPN","Japan","T6C3","Share of individuals with eq. liquid financial wealth <50 % of  income poverty line","TP","Total Population","2014","2014",23.812,,
"JPN","Japan","T6C6","Share of individuals with eq. net wealth < 25% of income poverty line","TP","Total Population","2014","2014",9.5480003,,
"JPN","Japan","T6C7","Share of individuals with eq. net wealth <50 % of  income poverty line","TP","Total Population","2014","2014",11.66,,
"JPN","Japan","ST1","Share of top 1% of wealth","TP","Total Population","2014","2014",10.7663,,
"JPN","Japan","ST10","Share of top 10% of wealth","TP","Total Population","2014","2014",41.01643,,
"JPN","Japan","ST5","Share of top 5% of wealth","TP","Total Population","2014","2014",27.69113,,
"JPN","Japan","T3AC2","Mean financial assets per household (current prices)","TP","Total Population","2014","2014",14583000,,
